,0,1,2,3,4,5,6,7,8,9
48,169,3652.0,3651.8,3652.0,0.7483314773656426,0.6907242575682574,NAN,0.0,0.0,1557883883600000000
49,170,3652.0,3651.8,3652.0,0.7704544113808951,0.7068238818782827,NAN,0.0,0.0,1557883884100000000
50,171,3652.0,3652.0,3652.2,0.7735631842431402,0.7112664760790093,NAN,-1.0,1.0,1557883884600000000
51,172,3652.0,3652.0,3652.2,0.8204267182488337,0.729383301148345,NAN,0.0,0.0,1557883885100000000
52,173,3652.167,3652.0,3652.4,0.8052328855783382,0.7056202944886977,NAN,0.0,1.0,1557883885600000000
53,174,3652.4,3652.2,3652.4,0.7680494775839692,0.7112664760794586,NAN,-1.0,0.0,1557883886100000000
54,175,3652.2,3652.2,3652.4,0.7190966555458729,0.7169379331537016,NAN,0.0,0.0,1557883886600000000
55,176,3652.4,3652.2,3652.4,0.7059745038011594,0.6766830868248375,NAN,0.0,0.0,1557883887100000000
56,177,3652.3,3652.2,3652.4,0.6749074010687398,0.6371028174439077,NAN,0.0,0.0,1557883887600000000
57,178,3652.4,3652.2,3652.4,0.6445928947927992,0.5999999999959751,NAN,0.0,0.0,1557883888100000000
58,179,3652.3,3652.2,3652.4,0.6167657578184917,0.5458021619555452,NAN,0.0,0.0,1557883888600000000
59,180,3652.4,3652.2,3652.4,0.5736723803857499,0.4686149805495941,NAN,0.0,0.0,1557883889100000000
60,181,3652.5,3652.4,3652.8,0.534696175428051,0.418927201307787,NAN,-1.0,2.0,1557883889600000000
61,182,3652.6,3652.6,3652.8,0.51176166329406,0.37469987989806447,NAN,-1.0,0.0,1557883890100000000
62,183,3652.7,3652.8,3653.0,0.48744230429614205,0.298496231124691,NAN,-1.0,1.0,1557883890600000000
63,184,3652.723,3652.4,3653.0,0.4828043082010892,0.33704599092055054,NAN,2.0,0.0,1557883891100000000
64,185,3652.8,3652.4,3653.0,0.47286361671996785,0.3527038417646515,NAN,0.0,0.0,1557883891600000000
65,186,3652.92,3652.6,3653.0,0.3491418050269148,0.371348892546524,NAN,-1.0,0.0,1557883892100000000
66,187,3653.0,3653.0,3653.2,0.2959729717681785,0.34698703145135956,NAN,-2.0,1.0,1557883892600000000
67,188,3653.2,3653.2,3653.4,0.3154362059387978,0.3655133376435394,NAN,-1.0,1.0,1557883893100000000
68,189,3653.4,3653.4,3653.6,0.36000000002357546,0.3923009049126456,NAN,-1.0,1.0,1557883893600000000
69,190,3653.733,3653.2,3654.0,0.40987803065897427,0.425558456613326,NAN,1.0,2.0,1557883894100000000
70,191,3653.4,3653.2,3654.0,0.420832508269971,0.4869291529524893,NAN,0.0,0.0,1557883894600000000
71,192,3653.7,3653.6,3654.0,0.43485629812228627,0.537028863279254,NAN,-2.0,0.0,1557883895100000000
72,193,3653.9,3653.6,3654.0,0.47528938554993033,0.5687706040179633,NAN,0.0,0.0,1557883895600000000
73,194,3653.383,3654.0,3654.4,0.4998999900141989,0.5975784467289075,NAN,-2.0,2.0,1557883896100000000
74,195,3654.32,3654.0,3654.2,0.5617828762218532,0.6489221833123563,NAN,0.0,-1.0,1557883896600000000
75,196,3653.933,3653.0,3654.0,0.6042350536140485,0.6660330322100189,NAN,5.0,-1.0,1557883897100000000
76,197,3653.9,3654.0,3654.2,0.5847221562553423,0.6587867636761502,NAN,-5.0,1.0,1557883897600000000
77,198,3654.15,3654.2,3654.6,0.6066300355370777,0.6526101439564194,NAN,-1.0,2.0,1557883898100000000
78,199,3654.333,3654.2,3654.8,0.6308724118357254,0.661815684306863,NAN,0.0,1.0,1557883898600000000
79,200,3654.15,3654.2,3654.4,0.6387487769186991,0.6690291473429406,NAN,0.0,-2.0,1557883899100000000
80,201,3654.4,3654.4,3654.6,0.6308724118352641,0.6273754856496938,NAN,-1.0,1.0,1557883899600000000
81,202,3654.3,3654.2,3654.4,0.6387487769182436,0.6179805822144938,NAN,1.0,-1.0,1557883900100000000
82,203,3654.2,3654.0,3654.2,0.633719180721566,0.5847221562367609,NAN,1.0,-1.0,1557883900600000000
83,204,3654.271,3653.2,3654.0,0.623217458046754,0.5509083408281574,NAN,4.0,-1.0,1557883901100000000
84,205,3654.0,3654.0,3654.4,0.5723635208625998,0.5059644256209723,NAN,-4.0,2.0,1557883901600000000
85,206,3654.333,3653.2,3654.0,0.5102940329008028,0.45727453460025075,NAN,4.0,-2.0,1557883902100000000
86,207,3654.0,3653.2,3654.0,0.46249324320916196,0.38678159210820706,NAN,0.0,0.0,1557883902600000000
87,208,3654.0,3653.2,3653.6,0.44944410110058913,0.3261901285963139,NAN,0.0,-2.0,1557883903100000000
88,209,3653.36,3653.2,3653.8,0.44944410110058913,0.3051229260374577,NAN,0.0,1.0,1557883903600000000
89,210,3653.75,3653.0,3653.2,0.4581484475736397,0.2891366458849826,NAN,1.0,-3.0,1557883904100000000
90,211,3653.7,3653.2,3654.0,0.4707440918526085,0.35832945733463334,NAN,-1.0,4.0,1557883904600000000
91,212,3653.8,3653.4,3654.0,0.4707440918526085,0.35832945733463334,NAN,-1.0,0.0,1557883905100000000
92,213,3653.927,3653.2,3654.0,0.4744470465859535,0.35832945733463334,NAN,1.0,0.0,1557883905600000000
93,214,3653.0,3652.8,3653.0,0.4852834223565961,0.35832945733463334,NAN,2.0,-5.0,1557883906100000000
94,215,3653.0,3652.8,3653.4,0.5117616632907271,0.4302324952787472,NAN,0.0,2.0,1557883906600000000
95,216,3653.05,3652.6,3653.4,0.5301886456857325,0.45287967496222087,NAN,1.0,0.0,1557883907100000000
96,217,3653.36,3652.8,3653.4,0.556686626401331,0.47328638264156336,NAN,-1.0,0.0,1557883907600000000
97,218,3653.333,3652.8,3653.6,0.565243310455001,0.4882622246232171,NAN,0.0,1.0,1557883908100000000
98,219,3652.745,3652.4,3653.6,0.5546169849672403,0.471062628526262,NAN,2.0,0.0,1557883908600000000
99,220,3652.971,3652.0,3652.4,0.56026779312598,0.4283689998051882,NAN,2.0,-6.0,1557883909100000000
100,221,3652.9,3653.4,3653.6,0.5861740356022445,0.5133225107028162,NAN,-7.0,6.0,1557883909600000000
101,222,3653.1,3652.8,3653.2,0.5187484939873829,0.4753945729542099,NAN,3.0,-2.0,1557883910100000000
102,223,3652.867,3652.6,3653.2,0.46086874488746987,0.4586937976410455,NAN,1.0,0.0,1557883910600000000
103,224,3652.6,3652.4,3653.0,0.4170131892567037,0.44933283876704555,NAN,1.0,-1.0,1557883911100000000
104,225,3652.4,3652.4,3652.6,0.4330127019084076,0.4565084884145519,NAN,0.0,-2.0,1557883911600000000
105,226,3652.2,3651.0,3652.0,0.37563279943833766,0.4555216789513069,NAN,7.0,-3.0,1557883912100000000
106,227,3652.0,3652.0,3652.4,0.5462600113624841,0.5361902647331612,NAN,-5.0,2.0,1557883912600000000
107,228,3652.0,3651.0,3652.0,0.5603570290570105,0.5523585791807648,NAN,5.0,-2.0,1557883913100000000
108,229,3652.133,3652.0,3652.4,0.6587108622251233,0.6114736298441269,NAN,-5.0,2.0,1557883913600000000
109,230,3651.7,3652.0,3652.4,0.655057249416615,0.6177378084550059,NAN,0.0,0.0,1557883914100000000
110,231,3651.7,3652.0,3652.4,0.6554387843370407,0.636867333119578,NAN,0.0,0.0,1557883914600000000
111,232,3652.0,3651.2,3652.0,0.6415605973039848,0.6164414002927353,NAN,4.0,-2.0,1557883915100000000
112,233,3652.0,3651.6,3652.0,0.6526101439701649,0.6082762530257234,NAN,-2.0,0.0,1557883915600000000
113,234,3652.0,3651.2,3651.6,0.6364746656487703,0.5830951894803793,NAN,2.0,-2.0,1557883916100000000
114,235,3651.6,3651.0,3651.6,0.6599242380853361,0.6364746656350792,NAN,1.0,0.0,1557883916600000000
115,236,3651.4,3651.2,3651.6,0.6873136111066305,0.6621178142863956,NAN,-1.0,0.0,1557883917100000000
116,237,3651.556,3651.0,3651.2,0.6999285677926967,0.6749074010525253,NAN,1.0,-2.0,1557883917600000000
117,238,3651.2,3651.0,3651.2,0.7056911505837048,0.7059745037856647,NAN,0.0,0.0,1557883918100000000
118,239,3651.2,3651.0,3651.2,0.6999285677924161,0.7025667228067988,NAN,0.0,0.0,1557883918600000000
119,240,3651.0,3651.0,3651.2,0.7073895673613217,0.6782329983093005,NAN,0.0,0.0,1557883919100000000
120,241,3651.0,3650.6,3651.0,0.7224264668542446,0.7102112361794897,NAN,2.0,-1.0,1557883919600000000
121,242,3651.0,3650.8,3651.0,0.644592894787874,0.6677574409887096,NAN,-1.0,0.0,1557883920100000000
122,243,3651.08,3650.8,3651.2,0.5962382074395435,0.6434283176825968,NAN,0.0,1.0,1557883920600000000
123,244,3651.1,3650.6,3651.0,0.5499090834042647,0.5865151319410751,NAN,1.0,-1.0,1557883921100000000
124,245,3650.8,3650.4,3651.0,0.5187484939836254,0.5422176684652177,NAN,1.0,0.0,1557883921600000000
125,246,3650.8,3650.4,3651.0,0.48280430819321635,0.5211525688279307,NAN,0.0,0.0,1557883922100000000
126,247,3650.333,3650.0,3650.6,0.5102940328965376,0.5301886456686853,NAN,2.0,-2.0,1557883922600000000
127,248,3650.343,3650.6,3650.8,0.5276362383398293,0.5344155686318711,NAN,-3.0,1.0,1557883923100000000
128,249,3650.356,3650.4,3650.6,0.5362835071203772,0.5399999999964123,NAN,1.0,-1.0,1557883923600000000
129,250,3650.233,3649.8,3650.4,0.5023942674922066,0.5187484939699806,NAN,3.0,-1.0,1557883924100000000
130,251,3649.857,3649.8,3650.2,0.49909918854724555,0.49507575177560575,NAN,0.0,-1.0,1557883924600000000
131,252,3649.8,3650.2,3650.4,0.4707440918461336,0.4664761515835271,NAN,-2.0,1.0,1557883925100000000
132,253,3650.2,3649.4,3649.8,0.47021271782871465,0.445421149022034,NAN,4.0,-3.0,1557883925600000000
133,254,3650.2,3649.4,3649.8,0.49638694584694315,0.46593991028465837,NAN,0.0,0.0,1557883926100000000
134,255,3650.0,3649.4,3650.2,0.5339475629749456,0.5003998401239196,NAN,0.0,2.0,1557883926600000000
135,256,3650.0,3649.8,3650.2,0.5673623181058665,0.48692915295346845,NAN,-2.0,0.0,1557883927100000000
136,257,3650.2,3649.8,3650.2,0.5491812087154866,0.4626013402444489,NAN,0.0,0.0,1557883927600000000
137,258,3650.2,3650.0,3650.2,0.53702886328937,0.4598912914982057,NAN,-1.0,0.0,1557883928100000000
138,259,3650.2,3649.8,3650.4,0.51176166328247,0.4516635916208155,NAN,1.0,1.0,1557883928600000000
139,260,3650.0,3650.2,3650.4,0.48528342234752864,0.43174066289357765,NAN,-2.0,0.0,1557883929100000000
140,261,3650.0,3650.2,3650.4,0.44485952839644977,0.4069397989822898,NAN,0.0,0.0,1557883929600000000
141,262,3650.0,3649.8,3650.2,0.4311612227520254,0.3923009049131525,NAN,2.0,-1.0,1557883930100000000
142,263,3650.04,3650.2,3650.4,0.4029888335980852,0.37881393849170136,NAN,-2.0,1.0,1557883930600000000
143,264,3650.4,3650.2,3650.4,0.3659234892768614,0.3374907406070742,NAN,0.0,0.0,1557883931100000000
144,265,3650.533,3650.2,3651.0,0.34336569427424346,0.30919249666745324,NAN,0.0,3.0,1557883931600000000
145,266,3650.6,3650.6,3651.0,0.33406586177633224,0.30919249666745324,NAN,-2.0,0.0,1557883932100000000
146,267,3651.0,3650.8,3651.0,0.3491418050082449,0.30919249666745324,NAN,-1.0,0.0,1557883932600000000
147,268,3650.8,3650.4,3651.0,0.3912799509362406,0.33466401060687734,NAN,2.0,0.0,1557883933100000000
148,269,3651.0,3650.6,3651.2,0.3789459064360206,0.3491418049954694,NAN,-1.0,1.0,1557883933600000000
149,270,3651.0,3651.0,3651.2,0.3912799509362406,0.387814388587548,NAN,-2.0,0.0,1557883934100000000
150,271,3651.0,3651.0,3651.2,0.4403407771316893,0.4214261501088824,NAN,0.0,0.0,1557883934600000000
151,272,3650.55,3650.4,3651.2,0.4769696007139572,0.44395945760363154,NAN,3.0,0.0,1557883935100000000
152,273,3651.067,3650.8,3651.6,0.4800000000055085,0.465939910284322,NAN,-2.0,2.0,1557883935600000000
153,274,3650.6,3650.4,3651.4,0.4659399102950245,0.4820788317236046,NAN,2.0,-1.0,1557883936100000000
154,275,3650.6,3651.2,3651.6,0.42614551506028714,0.4651881339804674,NAN,-4.0,1.0,1557883936600000000
155,276,3650.4,3651.2,3651.4,0.42083250825776514,0.4836320915698527,NAN,0.0,-1.0,1557883937100000000
156,277,3651.4,3651.2,3651.6,0.43634848459331815,0.4786439177471068,NAN,0.0,1.0,1557883937600000000
157,278,3651.2,3650.4,3651.6,0.4403407771342439,0.47791212581002623,NAN,4.0,0.0,1557883938100000000
158,279,3650.4,3650.6,3651.6,0.4255584566276247,0.46679760067534376,NAN,-1.0,0.0,1557883938600000000
159,280,3651.6,3651.6,3652.0,0.39127995093982276,0.4616275554992801,NAN,-5.0,2.0,1557883939100000000
160,281,3652.0,3651.0,3652.2,0.44090815370963116,0.47696960070467787,NAN,3.0,1.0,1557883939600000000
161,282,3651.75,3651.4,3652.6,0.4354308211505255,0.4963869458360376,NAN,-2.0,2.0,1557883940100000000
162,283,3652.24,3651.8,3652.8,0.41279534882095975,0.5199999999965675,NAN,-2.0,1.0,1557883940600000000
163,284,3652.9,3652.2,3653.0,0.44988887517760917,0.5599999999968766,NAN,-2.0,1.0,1557883941100000000
164,285,3652.84,3652.2,3653.4,0.5141984052960314,0.5948949487067151,NAN,0.0,2.0,1557883941600000000
165,286,3652.84,3652.4,3653.4,0.5535341001324031,0.6936137253521154,NAN,-1.0,0.0,1557883942100000000
166,287,3652.4,3652.6,3653.4,0.6173329733699764,0.7612489737247489,NAN,-1.0,0.0,1557883942600000000
167,288,3653.1,3652.8,3653.4,0.6896375859900579,0.8056674251806358,NAN,-1.0,0.0,1557883943100000000
168,289,3653.1,3652.6,3653.4,0.7432361670496475,0.8306021911825792,NAN,1.0,0.0,1557883943600000000
169,290,3653.4,3652.6,3653.4,0.7709734107030274,0.8508818954457605,NAN,0.0,0.0,1557883944100000000
170,291,3653.4,3652.4,3652.6,0.803492377071095,0.8566796367356162,NAN,1.0,-4.0,1557883944600000000
171,292,3653.0,3652.8,3653.8,0.8160269603461192,0.8195120499403923,NAN,-2.0,6.0,1557883945100000000
172,293,3653.4,3652.6,3653.4,0.8086408349893357,0.8281907992712679,NAN,1.0,-2.0,1557883945600000000
173,294,3652.833,3652.4,3653.6,0.8024961059174824,0.8221921916423551,NAN,1.0,1.0,1557883946100000000
174,295,3652.4,3651.6,3653.4,0.744311762645976,0.8011866199566728,NAN,4.0,-1.0,1557883946600000000
175,296,3653.4,3652.0,3653.6,0.7304792947190353,0.7720103626232435,NAN,-2.0,1.0,1557883947100000000
176,297,3653.4,3652.2,3653.0,0.7116178749957269,0.7196526940112253,NAN,-1.0,-3.0,1557883947600000000
177,298,3653.2,3652.2,3652.6,0.6913031173180597,0.6539113089689194,NAN,0.0,-2.0,1557883948100000000
178,299,3653.2,3652.2,3653.0,0.5848076607006436,0.5806031346775664,NAN,0.0,2.0,1557883948600000000
179,300,3653.2,3652.8,3653.0,0.47286361671679905,0.4795831523284437,NAN,-3.0,0.0,1557883949100000000
180,301,3652.5,3651.6,3652.2,0.47159304491763193,0.4092676385902194,NAN,6.0,-4.0,1557883949600000000
181,302,3653.044,3652.0,3654.0,0.40632499309642006,0.4092676385902194,NAN,-2.0,9.0,1557883950100000000
182,303,3653.044,3652.6,3653.0,0.360555127567132,0.4284857057091078,NAN,-3.0,-5.0,1557883950600000000
183,304,3652.267,3651.6,3652.6,0.3469870314796992,0.4208325082464625,NAN,5.0,-2.0,1557883951100000000
184,305,3651.6,3652.2,3652.4,0.3819685851153241,0.44034077712277386,NAN,-3.0,-1.0,1557883951600000000
185,306,3652.133,3651.6,3652.2,0.3819685851153241,0.47159304489911574,NAN,3.0,-1.0,1557883952100000000
186,307,3651.933,3651.6,3652.6,0.4112177039171625,0.5118593556802011,NAN,0.0,2.0,1557883952600000000
187,308,3651.9,3651.6,3652.6,0.42848570572975764,0.518073353877124,NAN,0.0,0.0,1557883953100000000
188,309,3652.0,3651.6,3652.2,0.42708313009820903,0.5211525688295324,NAN,0.0,-2.0,1557883953600000000
189,310,3652.2,3651.6,3652.6,0.4311612227627282,0.5425863986479301,NAN,0.0,2.0,1557883954100000000
190,311,3651.8,3651.6,3652.2,0.429418211088,0.5381449618809578,NAN,0.0,-2.0,1557883954600000000
191,312,3653.057,3652.2,3653.8,0.4331281565701494,0.5567764362811294,NAN,-3.0,8.0,1557883955100000000
192,313,3652.667,3651.6,3653.2,0.39736632974332475,0.5567764362811294,NAN,3.0,-3.0,1557883955600000000
193,314,3652.2,3651.8,3653.2,0.3800000000176371,0.5494542747107595,NAN,-1.0,0.0,1557883956100000000
194,315,3652.2,3652.0,3653.0,0.3659234892887189,0.5301886456705412,NAN,-1.0,-1.0,1557883956600000000
195,316,3652.2,3652.2,3653.0,0.359304884482982,0.51720402163748,NAN,-1.0,0.0,1557883957100000000
196,317,3652.6,3651.8,3652.2,0.3638681079915806,0.48948953001888557,NAN,2.0,-4.0,1557883957600000000
197,318,3652.1,3651.6,3651.8,0.36000000001839066,0.5055689863888305,NAN,1.0,-2.0,1557883958100000000
198,319,3651.8,3652.2,3653.0,0.36041642583695327,0.5480875842402554,NAN,-3.0,6.0,1557883958600000000
199,320,3652.6,3653.0,3653.2,0.36041642583695327,0.5480875842402554,NAN,-4.0,1.0,1557883959100000000
200,321,3653.0,3652.0,3653.0,0.3872983346376922,0.5545268253189284,NAN,5.0,-1.0,1557883959600000000
201,322,3652.0,3651.2,3653.0,0.3815756805841037,0.5421254467355792,NAN,4.0,0.0,1557883960100000000
202,323,3652.0,3652.2,3653.0,0.41182520565525677,0.46946778377045056,NAN,-5.0,0.0,1557883960600000000
203,324,3652.0,3652.2,3653.0,0.3852272057018581,0.46946778377045056,NAN,0.0,0.0,1557883961100000000
204,325,3652.0,3652.0,3652.2,0.38716921366895396,0.47159304490024107,NAN,1.0,-4.0,1557883961600000000
205,326,3652.1,3652.0,3652.8,0.3815756805837852,0.4811444689470087,NAN,0.0,3.0,1557883962100000000
206,327,3652.0,3652.0,3652.8,0.37682887364566364,0.4643274706478575,NAN,0.0,0.0,1557883962600000000
207,328,3652.0,3651.4,3652.0,0.37094473983755544,0.462493243191966,NAN,3.0,-4.0,1557883963100000000
208,329,3652.0,3651.4,3652.6,0.381968585112819,0.4923413450019265,NAN,0.0,3.0,1557883963600000000
209,330,3652.0,3651.2,3651.4,0.3924283374235537,0.4770744176732348,NAN,1.0,-6.0,1557883964100000000
210,331,3651.6,3651.2,3652.0,0.4166533331354837,0.5635601121426556,NAN,0.0,3.0,1557883964600000000
211,332,3651.2,3651.2,3651.8,0.4386342440037994,0.574369219229438,NAN,0.0,-1.0,1557883965100000000
212,333,3651.2,3651.2,3651.6,0.4537620521952877,0.5494542747111452,NAN,0.0,-1.0,1557883965600000000
213,334,3651.5,3651.2,3651.6,0.471062628545681,0.5736723803693635,NAN,0.0,0.0,1557883966100000000
214,335,3651.6,3651.2,3651.8,0.48826222464179836,0.5860887304827717,NAN,0.0,1.0,1557883966600000000
215,336,3651.6,3651.2,3651.8,0.4995998398837625,0.5881326381004938,NAN,0.0,0.0,1557883967100000000
216,337,3651.2,3651.0,3651.8,0.49909918855029306,0.5840376700171974,NAN,1.0,0.0,1557883967600000000
217,338,3651.2,3651.0,3651.6,0.5187484939846406,0.594894948708721,NAN,0.0,-1.0,1557883968100000000
218,339,3651.2,3651.0,3651.2,0.5366563146103509,0.6049793384894964,NAN,0.0,-2.0,1557883968600000000
219,340,3651.1,3651.0,3651.4,0.5332916650489609,0.6276145313801345,NAN,0.0,1.0,1557883969100000000
220,341,3651.3,3650.4,3652.0,0.4270831300929534,0.6079473661425524,NAN,3.0,3.0,1557883969600000000
221,342,3651.3,3651.8,3652.0,0.463033476121771,0.5736723803703496,NAN,-7.0,0.0,1557883970100000000
222,343,3651.818,3651.2,3651.6,0.47106262854278036,0.5325410782276112,NAN,3.0,-2.0,1557883970600000000
223,344,3651.644,3651.6,3651.8,0.43405068829490895,0.4893873721295895,NAN,-2.0,1.0,1557883971100000000
224,345,3651.8,3651.8,3652.2,0.39230090493027775,0.4264973622425807,NAN,-1.0,2.0,1557883971600000000
225,346,3652.2,3652.4,3653.0,0.3768288736403358,0.4264973622425807,NAN,-3.0,4.0,1557883972100000000
226,347,3652.2,3651.8,3652.8,0.42142615012502915,0.44944410108472016,NAN,3.0,-1.0,1557883972600000000
227,348,3652.2,3651.8,3652.8,0.40730823709955144,0.44944410108472016,NAN,0.0,0.0,1557883973100000000
228,349,3652.2,3651.8,3653.0,0.4208325082610361,0.49030602688507297,NAN,0.0,1.0,1557883973600000000
229,350,3653.0,3652.2,3652.8,0.4330127019030932,0.5238320341481374,NAN,-2.0,-1.0,1557883974100000000
230,351,3653.0,3651.8,3652.6,0.4690415759926918,0.5376802023505378,NAN,2.0,-1.0,1557883974600000000
231,352,3652.8,3651.8,3653.0,0.47444704658146736,0.551724568965065,NAN,0.0,2.0,1557883975100000000
232,353,3652.2,3651.8,3652.8,0.47791212582443177,0.5844655678477358,NAN,0.0,-1.0,1557883975600000000
233,354,3652.2,3651.4,3652.6,0.47947888380006826,0.5895761189188408,NAN,2.0,-1.0,1557883976100000000
234,355,3652.2,3651.6,3653.0,0.4753945729709202,0.5806031346791897,NAN,-1.0,2.0,1557883976600000000
235,356,3652.2,3651.4,3652.8,0.4707440918484974,0.5948949487087124,NAN,1.0,-1.0,1557883977100000000
236,357,3652.2,3652.2,3652.6,0.4659399102999271,0.5936328831854366,NAN,-4.0,-1.0,1557883977600000000
237,358,3652.2,3652.2,3652.4,0.4710626285436953,0.5827520913724908,NAN,0.0,-1.0,1557883978100000000
238,359,3652.6,3652.4,3652.6,0.4685082710163241,0.5546169849535322,NAN,-1.0,1.0,1557883978600000000
239,360,3652.8,3652.2,3652.4,0.4707440918493099,0.4794788837881153,NAN,1.0,-1.0,1557883979100000000
240,361,3652.28,3652.8,3653.0,0.45122056691955964,0.4103656905719698,NAN,-3.0,3.0,1557883979600000000
241,362,3652.867,3652.6,3653.0,0.38209946350616036,0.4023679907726876,NAN,1.0,0.0,1557883980100000000
